hromada_code,hromada_name,raion_code,raion_name,oblast_code,oblast_name,type,hromada_full_name,hromada_center_code,hromada_center,lat_center,lon_center,travel_time,oblast_center
UA12060030000081794,Вакулівська,UA12060000000022633,Криворізький,UA12000000000090473,Дніпропетровська,сільська,Вакулівська сільська громада,UA12060030010081795,Вакулове,47.89455,33.941921,120.9,0
UA12060050000031212,Глеюватська,UA12060000000022633,Криворізький,UA12000000000090473,Дніпропетровська,сільська,Глеюватська сільська громада,UA12060050010094800,Глеюватка,48.0477159,33.4276509,147.1,0
UA12060070000012840,Гречаноподівська,UA12060000000022633,Криворізький,UA12000000000090473,Дніпропетровська,сільська,Гречаноподівська сільська громада,UA12060070010017226,Гречані Поди,47.785156,33.463089,149.8,0
UA12060090000074553,Грушівська,UA12060000000022633,Криворізький,UA12000000000090473,Дніпропетровська,сільська,Грушівська сільська громада,UA12060090010097136,Грушівка,47.588978,34.012913,150.6,0
UA12060110000015305,Девладівська,UA12060000000022633,Криворізький,UA12000000000090473,Дніпропетровська,сільська,Девладівська сільська громада,UA12060110010017047,Девладове,48.103291,33.751369,103.1,0
UA12060130000012028,Зеленодольська,UA12060000000022633,Криворізький,UA12000000000090473,Дніпропетровська,міська,Зеленодольська міська громада,UA12060130010067974,Зеленодольськ,47.5668051,33.6474574,176.0,0
UA12060150000015198,Карпівська,UA12060000000022633,Криворізький,UA12000000000090473,Дніпропетровська,сільська,Карпівська сільська громада,UA12060150010085786,Карпівка,47.66556,33.1152,181.4,0
UA12060170000091033,Криворізька,UA12060000000022633,Криворізький,UA12000000000090473,Дніпропетровська,міська,Криворізька міська громада,UA12060170010065850,Кривий Ріг,47.9102734,33.3917703,132.8,0
UA12060190000043514,Лозуватська,UA12060000000022633,Криворізький,UA12000000000090473,Дніпропетровська,сільська,Лозуватська сільська громада,UA12060190010077883,Лозуватка,48.061314,33.2810237,160.3,0
UA12060210000077302,Нивотрудівська,UA12060000000022633,Криворізький,UA12000000000090473,Дніпропетровська,сільська,Нивотрудівська сільська громада,UA12060210010069836,Нива Трудова,47.7285008,33.6215469,154.3,0
UA12060230000032833,Новолатівська,UA12060000000022633,Криворізький,UA12000000000090473,Дніпропетровська,сільська,Новолатівська сільська громада,UA12060230010078581,Новолатівка,47.7582211,33.2364554,162.0,0
UA12060250000064393,Новопільська,UA12060000000022633,Криворізький,UA12000000000090473,Дніпропетровська,сільська,Новопільська сільська громада,UA12060250010097606,Новопілля,47.9559565,33.525732,124.2,0
UA12060270000017282,Софіївська,UA12060000000022633,Криворізький,UA12000000000090473,Дніпропетровська,селищна,Софіївська селищна громада,UA12060270010037645,Софіївка,48.0482032,33.8668627,95.6,0
UA12060290000039013,Широківська,UA12060000000022633,Криворізький,UA12000000000090473,Дніпропетровська,селищна,Широківська селищна громада,UA12060290010034876,Широке,47.6846511,33.2645369,162.5,0
UA12080010000029838,Марганецька,UA12080000000023578,Нікопольський,UA12000000000090473,Дніпропетровська,міська,Марганецька міська громада,UA12080010010085669,Марганець,47.6490555,34.649194,106.9,0
UA12080030000022466,Мирівська,UA12080000000023578,Нікопольський,UA12000000000090473,Дніпропетровська,сільська,Мирівська сільська громада,UA12080030010018520,Мирове,47.770885,34.729996,91.9,0
UA12080050000062712,Нікопольська,UA12080000000023578,Нікопольський,UA12000000000090473,Дніпропетровська,міська,Нікопольська міська громада,UA12080050010010114,Нікополь,47.5692061,34.3917272,119.0,0
UA12080070000077032,Першотравневська,UA12080000000023578,Нікопольський,UA12000000000090473,Дніпропетровська,сільська,Першотравневська сільська громада,UA12080070010014643,Першотравневе,47.748482,34.380531,121.3,0
UA12080090000039979,Покровська,UA12080000000023578,Нікопольський,UA12000000000090473,Дніпропетровська,міська,Покровська міська громада,UA12080090010010311,Покров,47.6546589,34.1149341,147.5,0
UA12080110000055958,Покровська,UA12080000000023578,Нікопольський,UA12000000000090473,Дніпропетровська,сільська,Покровська сільська громада,UA12080110010027403,Покровське,47.546421,34.15443,147.3,0
UA12080130000071360,Томаківська,UA12080000000023578,Нікопольський,UA12000000000090473,Дніпропетровська,селищна,Томаківська селищна громада,UA12080130010022918,Томаківка,47.8128265,34.7523182,91.0,0
